abap,Code Quality,Obsolete,
dotnet,Input Validation and Representation,Open Redirect,
dotnet,Input Validation and Representation,Path Manipulation,
dotnet,Input Validation and Representation,Resource Injection,
dotnet,Input Validation and Representation,Setting Manipulation,
dotnet,Input Validation and Representation,SQL Injection,
dotnet,Input Validation and Representation,SQL Injection,Castle ActiveRecord
dotnet,Input Validation and Representation,SQL Injection,LINQ
dotnet,Input Validation and Representation,SQL Injection,NHibernate
dotnet,Input Validation and Representation,SQL Injection,SubSonic
dotnet,Input Validation and Representation,Unsafe Native Invoke,
dotnet,Input Validation and Representation,Unsafe Reflection,
dotnet,Input Validation and Representation,Value Shadowing,
dotnet,Input Validation and Representation,Value Shadowing,Server Variable
dotnet,Input Validation and Representation,XML Injection,
dotnet,Input Validation and Representation,XPath Injection,
dotnet,Security Features,Access Control,Anonymous LDAP Bind
dotnet,Security Features,Access Control,Database
dotnet,Security Features,Access Control,LDAP
dotnet,Security Features,ASP.NET Bad Practices,Use of Impersonation Context
dotnet,Security Features,ASP.NET Misconfiguration,Persistent Authentication
dotnet,Security Features,ASP.NET Misconfiguration,ViewStateMac Disabled
dotnet,Security Features,Cookie Security,Cookie not Sent Over SSL
dotnet,Security Features,Cookie Security,HTTPOnly not Set
dotnet,Security Features,Cookie Security,Overly Broad Domain
dotnet,Security Features,Cookie Security,Overly Broad Path
dotnet,Security Features,Cookie Security,Persistent Cookie
dotnet,Security Features,Header Checking Disabled,
dotnet,Security Features,Insecure Randomness,
dotnet,Security Features,Password Management,
dotnet,Security Features,Password Management,Empty Password
dotnet,Security Features,Password Management,Hardcoded Password
dotnet,Security Features,Password Management,Null Password
dotnet,Security Features,Password Management,Password in Comment
dotnet,Security Features,Password Management,Weak Cryptography
dotnet,Security Features,Privacy Violation,
dotnet,Security Features,Privacy Violation,Heap Inspection
dotnet,Security Features,Privacy Violation,Image
dotnet,Security Features,Weak Cryptographic Hash,
dotnet,Security Features,Weak Encryption,
dotnet,Security Features,Weak Encryption,Inadequate RSA Padding
dotnet,Security Features,Weak Encryption,Insufficient Key Size
dotnet,Time and State,ASP.NET Bad Practices,Non-Serializable Object Stored in Session
internal,Code Quality,Dead Code,
internal,Code Quality,Format String,Argument Number Mismatch
internal,Code Quality,Format String,Argument Type Mismatch
internal,Code Quality,Fortify Internal,
internal,Code Quality,Null Dereference,
internal,Code Quality,Redundant Null Check,
internal,Environment,ASP.NET Misconfiguration,Request Validation Disabled
internal,Input Validation and Representation,Buffer Overflow,
internal,Input Validation and Representation,Buffer Overflow,Format String
internal,Input Validation and Representation,Buffer Overflow,Format String (%f/%F)
internal,Input Validation and Representation,Buffer Overflow,Off-by-One
internal,Input Validation and Representation,Buffer Overflow,Signed Comparison
internal,Input Validation and Representation,Constraint,Ensures Statement
internal,Input Validation and Representation,NUMBER Taint Sources,
internal,Input Validation and Representation,Out-of-Bounds Read,
internal,Input Validation and Representation,Out-of-Bounds Read,Off-by-One
internal,Input Validation and Representation,Out-of-Bounds Read,Signed Comparison
internal,Input Validation and Representation,Struts,Duplicate Validation Forms
internal,Input Validation and Representation,Struts,Form Does Not Extend Validation Class
internal,Input Validation and Representation,Struts,Form Field Without Validator
internal,Input Validation and Representation,Struts,Plugin Framework Not In Use
internal,Input Validation and Representation,Struts,Unused Action Form
internal,Input Validation and Representation,Struts,Unvalidated Action Form
internal,Input Validation and Representation,Struts,Validator Turned Off
internal,Input Validation and Representation,Struts,Validator Without Form Field
internal,Time and State,Session Fixation,
java,API Abuse,Castor Bad Practices,Query Mode Not Read-Only
java,API Abuse,Castor Bad Practices,Unspecified Query Mode
java,API Abuse,Code Correctness,Call to System.gc()
java,API Abuse,Code Correctness,Class Does Not Implement equals
java,API Abuse,Code Correctness,Erroneous finalize() Method
java,API Abuse,Code Correctness,Multiple Stream Commits
java,API Abuse,Code Correctness,Negative Content-Length
java,API Abuse,Code Correctness,toString on Array
java,API Abuse,Dangerous Field,
java,API Abuse,Dangerous Method,
java,API Abuse,Dangerous Type,
java,API Abuse,EJB Bad Practices,Use of AWT/Swing
java,API Abuse,EJB Bad Practices,Use of Class Loader
java,API Abuse,EJB Bad Practices,Use of java.io
java,API Abuse,EJB Bad Practices,Use of Sockets
java,API Abuse,EJB Bad Practices,Use of Synchronization Primitives
java,API Abuse,File Disclosure,J2EE
java,API Abuse,File Disclosure,Spring
java,API Abuse,File Disclosure,Struts
java,API Abuse,Immutable Classes,Field Mutation
java,API Abuse,Immutable Classes,Non-final Fields
java,API Abuse,Immutable Classes,Public Mutable Fields
java,API Abuse,J2EE Bad Practices,getConnection()
java,API Abuse,J2EE Bad Practices,Sockets
java,API Abuse,Missing Check against Null,
java,API Abuse,Missing Check for Null Parameter,
java,API Abuse,Object Model Violation,Erroneous clone() Method
java,API Abuse,Object Model Violation,Just one of equals() and hashCode() Defined
java,API Abuse,Object Model Violation,Just one of restoreState() and saveState() Defined
java,API Abuse,Obsolete,Deprecated by ESAPI
java,API Abuse,Often Misused,Authentication
java,API Abuse,Often Misused,Boolean.getBoolean()
java,API Abuse,Often Misused,Encoding
java,API Abuse,Password Management,Weak Redundancy
java,API Abuse,Poor Style,Explicit Call to finalize()
java,API Abuse,Spring MVC Bad Practices,Request Parameters Bound into Persisted Objects
java,API Abuse,Unchecked Return Value,
java,Code Quality,Android Bad Practices,Use of Released Camera Resource
java,Code Quality,Android Bad Practices,Use of Released Media Resource
java,Code Quality,Android Bad Practices,Use of Released SQLite Resource
java,Code Quality,Code Correctness,Call to notify()
java,Code Quality,Code Correctness,Call to Thread.run()
java,Code Quality,Code Correctness,Class Does Not Implement Cloneable
java,Code Quality,Code Correctness,Erroneous Class Compare
java,Code Quality,Code Correctness,Erroneous Negative Value
java,Code Quality,Code Correctness,Erroneous String Compare
java,Code Quality,Code Correctness,Erroneous Zero Value
java,Code Quality,Code Correctness,Incorrect serialPersistentFields Modifier
java,Code Quality,Code Correctness,Misspelled Method Name
java,Code Quality,Code Correctness,Non-Synchronized Method Overrides Synchronized Method
java,Code Quality,Code Correctness,null Argument to equals()
java,Code Quality,Code Correctness,Regular Expressions Denial of Service
java,Code Quality,Dead Code,Empty Try Block
java,Code Quality,Dead Code,Expression is Always false
java,Code Quality,Dead Code,Expression is Always true
java,Code Quality,Dead Code,Unused Field
java,Code Quality,Dead Code,Unused Method
java,Code Quality,Null Dereference,
java,Code Quality,Obsolete,
java,Code Quality,Poor Style,Confusing Naming
java,Code Quality,Poor Style,Empty Synchronized Block
java,Code Quality,Poor Style,Identifier Contains Dollar Symbol ($)
java,Code Quality,Poor Style,Redundant Initialization
java,Code Quality,Poor Style,Value Never Read
java,Code Quality,Portability Flaw,File Separator
java,Code Quality,Unreleased Resource,Android Camera
java,Code Quality,Unreleased Resource,Android Media
java,Code Quality,Unreleased Resource,Android SQLite Database
java,Code Quality,Unreleased Resource,Database
java,Code Quality,Unreleased Resource,Files
java,Code Quality,Unreleased Resource,Sockets
java,Code Quality,Unreleased Resource,Streams
java,Code Quality,Unreleased Resource,Synchronization
java,Encapsulation,Cross-Site Request Forgery,
java,Encapsulation,Hidden Field,
java,Encapsulation,HTML5,Overly Permissive CORS Policy
java,Encapsulation,Insecure Storage,Android External Storage
java,Encapsulation,Insecure Storage,Android World Readable or Writeable
java,Encapsulation,Insecure Transport,
java,Encapsulation,J2EE Bad Practices,Leftover Debug Code
java,Encapsulation,JavaScript Hijacking,Ad Hoc Ajax
java,Encapsulation,JavaScript Hijacking,Vulnerable Framework
java,Encapsulation,Poor Logging Practice,Logger Not Declared Static Final
java,Encapsulation,Poor Logging Practice,Multiple Loggers
java,Encapsulation,Poor Logging Practice,Use of a System Output Stream
java,Encapsulation,Poor Style,Non-final Public Static Field
java,Encapsulation,System Information Leak,
java,Encapsulation,System Information Leak,Incomplete Servlet Error Handling
java,Encapsulation,Trust Boundary Violation,
java,Encapsulation,Unsafe Mobile Code,Access Violation
java,Encapsulation,Unsafe Mobile Code,Database Access
java,Encapsulation,Unsafe Mobile Code,Inner Class
java,Encapsulation,Unsafe Mobile Code,Public finalize() Method
java,Encapsulation,Unsafe Mobile Code,Unsafe Array Declaration
java,Encapsulation,Unsafe Mobile Code,Unsafe Public Field
java,Environment,Axis 2 Misconfiguration,Insecure Message Security
java,Errors,Poor Error Handling,Empty Catch Block
java,Errors,Poor Error Handling,Overly Broad Catch
java,Errors,Poor Error Handling,Overly Broad Throws
java,Errors,Poor Error Handling,Program Catches NullPointerException
java,Errors,Poor Error Handling,Return Inside Finally
java,Errors,Poor Error Handling,Swallowed ThreadDeath
java,Errors,Poor Error Handling,Throw Inside Finally
java,Errors,Poor Error Handling,Unhandled SSL Exception
java,Input Validation and Representation,Command Injection,
java,Input Validation and Representation,Cross-Site Scripting,DOM
java,Input Validation and Representation,Cross-Site Scripting,Persistent
java,Input Validation and Representation,Cross-Site Scripting,Poor Validation
java,Input Validation and Representation,Cross-Site Scripting,Reflected
java,Input Validation and Representation,Dangerous File Inclusion,
java,Input Validation and Representation,Denial of Service,
java,Input Validation and Representation,Denial of Service,Parse Double
java,Input Validation and Representation,Dynamic Code Evaluation,Code Injection
java,Input Validation and Representation,Dynamic Code Evaluation,Code Manipulation
java,Input Validation and Representation,Dynamic Code Evaluation,Script Injection
java,Input Validation and Representation,Hadoop Cluster Manipulation,
java,Input Validation and Representation,Hadoop Job Manipulation,
java,Input Validation and Representation,Header Manipulation,
java,Input Validation and Representation,Header Manipulation,Cookies
java,Input Validation and Representation,LDAP Injection,
java,Input Validation and Representation,LDAP Manipulation,
java,Input Validation and Representation,Log Forging,
java,Input Validation and Representation,Log Forging (debug),
java,Input Validation and Representation,Missing XML Validation,
java,Input Validation and Representation,Missing XML Validation,Untyped Response
java,Input Validation and Representation,Often Misused,File Upload
java,Input Validation and Representation,Open Redirect,
java,Input Validation and Representation,Path Manipulation,
java,Input Validation and Representation,Process Control,
java,Input Validation and Representation,Process Control,Invoker Servlet
java,Input Validation and Representation,Query String Injection,Amazon Web Services
java,Input Validation and Representation,Query String Injection,Android Provider
java,Input Validation and Representation,Resource Injection,
java,Input Validation and Representation,Setting Manipulation,
java,Input Validation and Representation,SQL Injection,
java,Input Validation and Representation,SQL Injection,Hibernate
java,Input Validation and Representation,SQL Injection,JDO
java,Input Validation and Representation,SQL Injection,Persistence
java,Input Validation and Representation,Struts,Erroneous validate() Method
java,Input Validation and Representation,Struts,Form Field Without Validator
java,Input Validation and Representation,Struts 2,Action Field Without Validator
java,Input Validation and Representation,Struts 2,Duplicate Validation Files
java,Input Validation and Representation,Struts 2,Unvalidated Action
java,Input Validation and Representation,Unsafe JNI,
java,Input Validation and Representation,Unsafe Reflection,
java,Input Validation and Representation,XML Injection,
java,Input Validation and Representation,XPath Injection,
java,Security Features,Access Control,Amazon Web Services
java,Security Features,Access Control,Android Provider
java,Security Features,Access Control,Anonymous LDAP Bind
java,Security Features,Access Control,Database
java,Security Features,Access Control,LDAP
java,Security Features,Android Bad Practices,Missing Broadcaster Permission
java,Security Features,Android Bad Practices,Missing Receiver Permission
java,Security Features,Android Bad Practices,Sticky Broadcast
java,Security Features,Android Bad Practices,Weak Authentication
java,Security Features,Cookie Security,Cookie not Sent Over SSL
java,Security Features,Cookie Security,Overly Broad Domain
java,Security Features,Cookie Security,Overly Broad Path
java,Security Features,Cookie Security,Persistent Cookie
java,Security Features,Insecure Randomness,
java,Security Features,Insecure SSL,Android Customized Implementation
java,Security Features,Insecure SSL,Android Hostname Verification Disabled
java,Security Features,Insecure SSL,Android Socket
java,Security Features,Missing SecurityManager Check,Cloneable
java,Security Features,Missing SecurityManager Check,Serializable
java,Security Features,Often Misused,Android Permission Check
java,Security Features,Password Management,
java,Security Features,Password Management,Empty Password
java,Security Features,Password Management,Hardcoded Password
java,Security Features,Password Management,Null Password
java,Security Features,Password Management,Password in Comment
java,Security Features,Password Management,Password in Redirect
java,Security Features,Password Management,Weak Cryptography
java,Security Features,PCI Privacy Violation,
java,Security Features,Privacy Violation,
java,Security Features,Privacy Violation,Android Internal Storage
java,Security Features,Privacy Violation,Heap Inspection
java,Security Features,Privilege Management,Amazon Web Services Unchecked Permissions
java,Security Features,Privilege Management,Android Location
java,Security Features,Privilege Management,Android Messaging
java,Security Features,Privilege Management,Android Telephony
java,Security Features,Privilege Management,Missing API Permission
java,Security Features,Privilege Management,Missing Content Provider Permission
java,Security Features,Privilege Management,Missing Intent Permission
java,Security Features,Privilege Management,Overly Broad Access Specifier
java,Security Features,Weak Cryptographic Hash,
java,Security Features,Weak Cryptographic Hash,Hardcoded Salt
java,Security Features,Weak Encryption,
java,Security Features,Weak Encryption,Inadequate RSA Padding
java,Security Features,Weak Encryption,Insufficient Key Size
java,Security Features,Weak SecurityManager Check,Overridable Method
java,Time and State,Code Correctness,Call to sleep() in Lock
java,Time and State,Code Correctness,Double-Checked Locking
java,Time and State,J2EE Bad Practices,Non-Serializable Object Stored in Session
java,Time and State,J2EE Bad Practices,System.exit
java,Time and State,J2EE Bad Practices,Threads
java,Time and State,Race Condition,Format Flaw
java,Time and State,Race Condition,Singleton Member Field
java,Time and State,Race Condition,Static Database Connection
java,Time and State,Session Fixation,
javascript,API Abuse,Code Correctness,Negative Content-Length
javascript,Encapsulation,Cross-Session Contamination,
javascript,Encapsulation,Cross-Site Request Forgery,
javascript,Encapsulation,HTML5,Overly Permissive Message Posting Policy
javascript,Encapsulation,JavaScript Hijacking,Ad Hoc Ajax
javascript,Encapsulation,JavaScript Hijacking,Vulnerable Framework
javascript,Input Validation and Representation,Cross-Site Scripting,DOM
javascript,Input Validation and Representation,Cross-Site Scripting,Poor Validation
javascript,Input Validation and Representation,Denial of Service,
javascript,Input Validation and Representation,Dynamic Code Evaluation,Code Injection
javascript,Input Validation and Representation,Dynamic Code Evaluation,Script Injection
javascript,Input Validation and Representation,Header Manipulation,
javascript,Input Validation and Representation,Header Manipulation,Cookies
javascript,Input Validation and Representation,Open Redirect,
javascript,Input Validation and Representation,Path Manipulation,
javascript,Input Validation and Representation,Resource Injection,
javascript,Input Validation and Representation,SQL Injection,
javascript,Security Features,Access Control,Database
javascript,Security Features,HTML5,Easy-to-Guess Database Name
javascript,Security Features,Insecure Randomness,
javascript,Security Features,Password Management,
javascript,Security Features,Password Management,Empty Password
javascript,Security Features,Password Management,Hardcoded Password
javascript,Security Features,Password Management,Null Password
javascript,Security Features,Password Management,Password in Comment
javascript,Security Features,Password Management,Weak Cryptography
javascript,Security Features,Privacy Violation,
javascript,Security Features,Weak Cryptographic Hash,
javascript,Security Features,Weak Encryption,
javascript,Security Features,Weak Encryption,Insufficient Key Size
jsp,API Abuse,ADF Faces Bad Practices,unsecure Attribute
jsp,Encapsulation,System Information Leak,
jsp,Encapsulation,System Information Leak,HTML Comment in JSP
jsp,Encapsulation,Trust Boundary Violation,
jsp,Input Validation and Representation,Cross-Site Scripting,Persistent
jsp,Input Validation and Representation,Cross-Site Scripting,Poor Validation
jsp,Input Validation and Representation,Cross-Site Scripting,Reflected
jsp,Input Validation and Representation,Dangerous File Inclusion,
jsp,Input Validation and Representation,Dynamic Code Evaluation,Code Injection
jsp,Input Validation and Representation,Header Manipulation,
jsp,Input Validation and Representation,Log Forging,
jsp,Input Validation and Representation,Open Redirect,
jsp,Input Validation and Representation,Path Manipulation,
jsp,Input Validation and Representation,Resource Injection,
jsp,Input Validation and Representation,Setting Manipulation,
jsp,Input Validation and Representation,SQL Injection,
jsp,Input Validation and Representation,Unsafe Reflection,
jsp,Input Validation and Representation,XML Injection,
jsp,Security Features,Access Control,Database
jsp,Security Features,Password Management,
jsp,Security Features,Password Management,Empty Password
jsp,Security Features,Password Management,Hardcoded Password
jsp,Security Features,Password Management,Null Password
jsp,Security Features,Password Management,Password in Comment
jsp,Security Features,Password Management,Weak Cryptography
jsp,Security Features,Privacy Violation,
jsp,Time and State,Race Condition,Singleton Member Field
objc,API Abuse,Often Misused,Encoding
objc,API Abuse,Often Misused,File System
objc,API Abuse,Often Misused,SMS
objc,API Abuse,Often Misused,Weak SSL Certificate
objc,Code Quality,Code Correctness,Regular Expressions Denial of Service
objc,Code Quality,Memory Leak,
objc,Code Quality,Unreleased Resource,Streams
objc,Encapsulation,Insecure Storage,Missing Encryption on Stored Private Media
objc,Encapsulation,Insecure Transport,
objc,Encapsulation,Insecure Transport,HTTP GET
objc,Input Validation and Representation,Cross-Site Scripting,Persistent
objc,Input Validation and Representation,Cross-Site Scripting,Poor Validation
objc,Input Validation and Representation,Cross-Site Scripting,Reflected
objc,Input Validation and Representation,Format String,
objc,Input Validation and Representation,JSON Injection,
objc,Input Validation and Representation,Log Forging,
objc,Input Validation and Representation,Path Manipulation,
objc,Input Validation and Representation,Resource Injection,
objc,Input Validation and Representation,SQL Injection,
objc,Input Validation and Representation,Unsafe Reflection,
objc,Input Validation and Representation,XML External Entity Injection,
objc,Input Validation and Representation,XML Injection,
objc,Input Validation and Representation,XPath Injection,
objc,Security Features,Access Control,Database
objc,Security Features,Key Management,Hardcoded Encryption Key
objc,Security Features,Often Misused,SMS
objc,Security Features,Password Management,Empty Password
objc,Security Features,Password Management,Hardcoded Password
objc,Security Features,Password Management,Null Password
objc,Security Features,Privacy Violation,
objc,Security Features,Privacy Violation,Keyboard Caching
objc,Security Features,Privacy Violation,Screen Caching
objc,Security Features,Weak Cryptographic Hash,
objc,Security Features,Weak Encryption,
objc,Security Features,Weak Encryption,Insufficient Key Size
php,API Abuse,Dangerous Function,
php,Code Quality,Code Correctness,Regular Expressions Denial of Service
php,Encapsulation,HTML5,Overly Permissive CORS Policy
php,Encapsulation,Insecure Transport,
php,Encapsulation,Insecure Transport,HTTP GET
php,Encapsulation,System Information Leak,
php,Environment,CakePHP Misconfiguration,Debug Information
php,Environment,CakePHP Misconfiguration,Excessive Session Timeout
php,Environment,Cookie Security,HTTPOnly not Set on Session Cookie
php,Environment,Cookie Security,Overly Broad Session Cookie Domain
php,Environment,Cookie Security,Overly Broad Session Cookie Path
php,Environment,Cookie Security,Persistent Session Cookie
php,Environment,Cookie Security,Session Cookie not Sent Over SSL
php,Environment,Cookie Security,Session Cookies Disabled
php,Environment,PHP Misconfiguration,allow_url_fopen Enabled
php,Environment,PHP Misconfiguration,allow_url_include Enabled
php,Environment,PHP Misconfiguration,cgi.force_redirect Disabled
php,Environment,PHP Misconfiguration,file_uploads Enabled
php,Environment,PHP Misconfiguration,magic_quotes_gpc Enabled
php,Environment,PHP Misconfiguration,magic_quotes_runtime Enabled
php,Environment,PHP Misconfiguration,magic_quotes_sybase Enabled
php,Environment,PHP Misconfiguration,Missing safe_mode_exec_dir Entry
php,Environment,PHP Misconfiguration,register_globals Enabled
php,Environment,PHP Misconfiguration,safe_mode Disabled
php,Environment,PHP Misconfiguration,session_use_trans_sid Enabled
php,Environment,Race Condition,PHP Design Flaw
php,Environment,System Information Leak,PHP Errors
php,Environment,System Information Leak,PHP Version
php,Input Validation and Representation,Command Injection,
php,Input Validation and Representation,Cross-Site Scripting,Persistent
php,Input Validation and Representation,Cross-Site Scripting,Poor Validation
php,Input Validation and Representation,Cross-Site Scripting,Reflected
php,Input Validation and Representation,Dangerous File Inclusion,
php,Input Validation and Representation,Dynamic Code Evaluation,Code Injection
php,Input Validation and Representation,File Permission Manipulation,
php,Input Validation and Representation,Header Manipulation,
php,Input Validation and Representation,Header Manipulation,Cookies
php,Input Validation and Representation,HTTP Parameter Pollution,
php,Input Validation and Representation,Log Forging,
php,Input Validation and Representation,Often Misused,File Upload
php,Input Validation and Representation,Open Redirect,
php,Input Validation and Representation,Path Manipulation,
php,Input Validation and Representation,Possible Variable Overwrite,Functional Scope
php,Input Validation and Representation,Possible Variable Overwrite,Global Scope
php,Input Validation and Representation,Resource Injection,
php,Input Validation and Representation,Setting Manipulation,
php,Input Validation and Representation,SQL Injection,
php,Input Validation and Representation,Unsafe Reflection,
php,Input Validation and Representation,XML Injection,
php,Input Validation and Representation,XPath Injection,
php,Input Validation and Representation,XQuery Injection,
php,Input Validation and Representation,XSLT Injection,
php,Security Features,Access Control,Database
php,Security Features,Cookie Security,Cookie not Sent Over SSL
php,Security Features,Cookie Security,HTTPOnly not Set
php,Security Features,Cookie Security,HTTPOnly not Set on Session Cookie
php,Security Features,Cookie Security,Overly Broad Domain
php,Security Features,Cookie Security,Overly Broad Path
php,Security Features,Cookie Security,Overly Broad Session Cookie Domain
php,Security Features,Cookie Security,Overly Broad Session Cookie Path
php,Security Features,Cookie Security,Persistent Cookie
php,Security Features,Cookie Security,Persistent Session Cookie
php,Security Features,Cookie Security,Session Cookie not Sent Over SSL
php,Security Features,Insecure Randomness,
php,Security Features,Password Management,
php,Security Features,Password Management,Empty Password
php,Security Features,Password Management,Hardcoded Password
php,Security Features,Password Management,Null Password
php,Security Features,Password Management,Password in Comment
php,Security Features,Password Management,Weak Cryptography
php,Security Features,Privacy Violation,
php,Security Features,Weak Cryptographic Hash,
php,Security Features,Weak Cryptographic Hash,Hardcoded Salt
php,Security Features,Weak Encryption,
php,Security Features,Weak Encryption,Inadequate RSA Padding
plsql,Code Quality,Code Correctness,Erroneous Null Comparison
python,Code Quality,Portability Flaw,File Separator
python,Encapsulation,HTML5,Overly Permissive CORS Policy
python,Encapsulation,System Information Leak,
python,Input Validation and Representation,Command Injection,
python,Input Validation and Representation,Cross-Site Scripting,Persistent
python,Input Validation and Representation,Cross-Site Scripting,Poor Validation
python,Input Validation and Representation,Cross-Site Scripting,Reflected
python,Input Validation and Representation,Header Manipulation,
python,Input Validation and Representation,Log Forging,
python,Input Validation and Representation,Open Redirect,
python,Input Validation and Representation,Path Manipulation,
python,Input Validation and Representation,Resource Injection,
python,Input Validation and Representation,SQL Injection,
python,Security Features,Insecure Randomness,
python,Security Features,Password Management,Hardcoded Password
python,Security Features,Password Management,Password in Comment
python,Security Features,Weak Cryptographic Hash,
sql,API Abuse,Dangerous Function,
sql,API Abuse,SQL Bad Practices,Underspecified Identifier
sql,Code Quality,Code Correctness,Erroneous Null Comparison
sql,Code Quality,Unreleased Resource,
sql,Code Quality,Unreleased Resource,Cursor Snarfing
sql,Encapsulation,System Information Leak,
sql,Encapsulation,Trust Boundary Violation,
sql,Errors,Poor Error Handling,Empty Default Exception Handler
sql,Input Validation and Representation,Cross-Site Scripting,Persistent
sql,Input Validation and Representation,Cross-Site Scripting,Poor Validation
sql,Input Validation and Representation,Cross-Site Scripting,Reflected
sql,Input Validation and Representation,Denial of Service,
sql,Input Validation and Representation,Header Manipulation,
sql,Input Validation and Representation,Resource Injection,
sql,Input Validation and Representation,SQL Injection,
sql,Security Features,Access Control,Database
sql,Security Features,Insecure Randomness,
sql,Security Features,Password Management,
sql,Security Features,Password Management,Empty Password
sql,Security Features,Password Management,Hardcoded Password
sql,Security Features,Password Management,Null Password
sql,Security Features,Password Management,Password in Comment
sql,Security Features,Privacy Violation,
sql,Security Features,Privilege Management,Default Function or Procedure Rights
sql,Security Features,Privilege Management,Default Package Rights
sql,Security Features,Privilege Management,Overly Broad Grant
sql,Security Features,Weak Cryptographic Hash,
tsql,API Abuse,Dangerous Function,xp_cmdshell
tsql,Code Quality,Code Correctness,Erroneous Null Comparison
tsql,Input Validation and Representation,SQL Injection,
tsql,Security Features,Access Control,Database
tsql,Security Features,Insecure Randomness,
tsql,Security Features,Weak Cryptographic Hash,
vb,Encapsulation,HTML5,Overly Permissive CORS Policy
vb,Encapsulation,System Information Leak,
vb,Encapsulation,Trust Boundary Violation,
vb,Input Validation and Representation,Command Injection,
vb,Input Validation and Representation,Cross-Site Scripting,Persistent
vb,Input Validation and Representation,Cross-Site Scripting,Poor Validation
vb,Input Validation and Representation,Cross-Site Scripting,Reflected
vb,Input Validation and Representation,Dynamic Code Evaluation,Code Injection
vb,Input Validation and Representation,Dynamic Code Evaluation,Script Injection
vb,Input Validation and Representation,Header Manipulation,
vb,Input Validation and Representation,Header Manipulation,Cookies
vb,Input Validation and Representation,Log Forging,
vb,Input Validation and Representation,Open Redirect,
vb,Input Validation and Representation,Path Manipulation,
vb,Input Validation and Representation,Resource Injection,
vb,Input Validation and Representation,Setting Manipulation,
vb,Input Validation and Representation,SQL Injection,
vb,Input Validation and Representation,Unsafe Reflection,
vb,Security Features,Access Control,Database
vb,Security Features,Insecure Randomness,
vb,Security Features,Password Management,
vb,Security Features,Password Management,Empty Password
vb,Security Features,Password Management,Hardcoded Password
vb,Security Features,Password Management,Null Password
vb,Security Features,Password Management,Password in Comment
vb,Security Features,Password Management,Weak Cryptography
vb,Security Features,Privacy Violation,
vb,Security Features,Weak Cryptographic Hash,
vb,Security Features,Weak Encryption,
vb,Security Features,Weak Encryption,Insufficient Key Size
